product,image_name,source_reference,sha256,dataset_label,image_latitude,image_longitude,image_timestamp,cyclone_id,cyclone_name,ibtracs_timestamp,ibtracs_latitude,ibtracs_longitude,ibtracs_wind_knots,ibtracs_pressure_hpa,match_distance_deg,match_method,match_confidence,notes
raw,49.jpg,49.jpeg,0513eaa93dc8aa968074c4a15bc621a8c22e82fc8e7c194839bd3fb7dc0e9e72,49.0,12.37,88.3,2016-12-10 02:00:00,2016341N08092,VARDAH,2016-12-10 00:00:00,12.6,88.25,55.0,990.0,0.2351,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,50(1).jpg,50(1).jpeg,7c6480ed6b6d142daa86ae0c7b2b00ada94c467069c597fd8e21c30af4918200,50.0,14.62,70.83,2019-11-01 03:30:00,2019301N05081,MAHA,2019-11-01 03:00:00,14.8326,70.9063,55.0,990.0,0.2251,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,50(2).jpg,50(2).jpeg,fb0586d82cbc77971122d8323401f5e69956425430857d2969e6b9ef2fabad84,50.0,23.23,64.35,2021-10-01 07:00:00,2021267N18094,GULAB:SHAHEEN-GU,2021-10-01 09:00:00,23.3287,64.2037,45.0,991.0,0.1668,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,50.jpg,50.jpeg,82936b86ecafa992687b426463d786542a5a4c45e3cec4c4a8841ccbdb9d0a78,50.0,11.85,91.45,2013-11-25 09:30:00,2013324N07103,LEHAR,2013-11-25 09:00:00,12.0,91.725,60.0,988.0,0.3081,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,51(1).jpg,51(1).jpeg,45cbfac945f120c6016c955ac4054e9f09f2c1830a1ea5880cc8c66dff39178b,51.0,18.01,93.28,,2021267N18094,GULAB:SHAHEEN-GU,2021-09-24 00:00:00,18.1,93.3,,,0.092,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,51.jpg,51.jpeg,cd1359b2d05fba2e7a07d487fce1a5243dcfe190532bb33aacbccedad133976f,51.0,18.28,62.8,2014-06-13 04:15:00,2014164N18063,NOT_NAMED,2014-06-13 00:00:00,18.4,62.9,45.0,988.0,0.153,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,52(1).jpg,52(1).jpeg,467209fa8d106a61df118f1dd8873141a704ebd800858edf8b73c6d32c7e58e8,52.0,18.31,72.83,2020-06-03 06:00:00,2020153N13072,NISARGA,2020-06-03 06:00:00,18.05,72.85,60.0,984.0,0.2607,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,52.jpg,52.jpeg,35514c773ebfa6250dfb862fcade086014eacc6fc437aaed5ba0cdebfc8e0d6d,52.0,14.18,57.78,,2018279N11069,LUBAN,2018-10-11 06:00:00,14.45,57.9,70.0,980.0,0.294,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,53(1).jpg,53(1).jpeg,c022a8a1be2128aead65a95a71714e6870f2a8b427aed12092e33e0cbb4b4bb7,53.0,11.55,83.77,,2018314N12093,GAJA,2018-11-14 21:00:00,11.8,83.4575,45.0,996.0,0.3953,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,53(2).jpg,53(2).jpeg,a6776495d5fc74d3d5b7571c36e85817b4b00f836c1efb33b317b26ee5108bac,53.0,12.9,72.6,2021-05-15 02:30:00,2021133N10071,TAUKTAE,2021-05-15 00:00:00,12.8,72.85,40.0,992.0,0.2634,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,53(3).jpg,53(3).jpeg,ee879cc782d1ae84517b80a8f341474480703e1be1549938291b21585529ac37,53.0,16.3,89.7,2021-05-24 02:30:00,2021143N15090,YAAS,2021-05-24 00:00:00,16.15,89.75,35.0,990.0,0.1575,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,53.jpg,53.jpeg,b21746d4014efe07cf948ffeda63bfada5cb97f9485d336ef463a5f6ad82309f,53.0,12.55,60.38,2018-10-09 03:30:00,2018279N11069,LUBAN,2018-10-09 00:00:00,12.8,60.5,45.0,994.0,0.2761,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,54 2.jpg,54.jpeg,343d86eeb77aae5f1303423297c8082f70210e7775a0828e1cad54b16ad5ae13,,15.13,53.75,2018-10-14 01:00:00,2018279N11069,LUBAN,2018-10-13 21:00:00,15.1963,53.2638,40.0,996.0,0.474,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,explicit cross-product filename/visual match; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,54.jpg,54.jpeg,bb48d306e33768fd02d3945bc2196cbcd4c4af4cdc6ab0fe910233bb24fddfab,54.0,15.13,53.75,2018-10-14 01:00:00,2018279N11069,LUBAN,2018-10-13 21:00:00,15.1963,53.2638,40.0,996.0,0.474,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,55(2).jpg,55(2).jpeg,af782e32aed8abe3b2834374d65558cf45dba2d8ce26fb96fce5b776a3bc4d49,55.0,7.73,87.51,,2020335N06090,BUREVI,2020-11-30 03:00:00,7.60656,87.5782,25.0,1002.0,0.1407,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,55.JPEG,55.jpeg,a8928b6211358b2e2c72384b40be858b865f2ca4e0f2eb9c1b679572925d6997,55.0,15.19,84.26,2013-11-20 04:00:00,2013322N13090,HELEN,2013-11-20 03:00:00,15.1,84.0675,35.0,1000.0,0.2064,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,56.jpg,56.jpeg,da0a4d2e127128c200136ede7cc502340c7c3cfd67be7aac85c3c5667f3e2be3,56.0,13.68,84.59,2013-12-09 04:00:00,2013339N09084,MADI,2013-12-09 00:00:00,13.85,84.65,65.0,986.0,0.1797,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,57(1).jpg,57(1).jpeg,d77ccca97fb01afa2374f0425dc594ba75a125f8db406ff089fef3722b8e162e,57.0,22.59,88.98,,2013149N21090,NOT_NAMED,2013-05-29 15:00:00,22.0,88.7,20.0,994.0,0.6442,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,57(2).jpg,57(2).jpeg,a7f32b53dac463ddd9d9f65d1107a13664fd651a1b7539a94ccb5026205f13d7,57.0,8.07,87.35,2019-04-29 03:00:00,2019116N02090,FANI,2019-04-28 21:00:00,8.38124,87.4075,45.0,992.0,0.3164,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,57.jpg,57.jpeg,ada881a9f07cce9b47cba3b09262995d5cf4349853a242d0cfe335aa52561861,57.0,11.72,89.41,2013-11-26 04:00:00,2013324N07103,LEHAR,2013-11-26 06:00:00,12.6,89.6,70.0,982.0,0.8995,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,58(1).jpg,58(1).jpeg,816214c9bc1c0430cd6eac1c3526353eaeb83465aac4a4f839f420685e0ffc69,58.0,8.9,85.1,2018-12-15 02:00:00,2018347N07089,PHETHAI,2018-12-15 03:00:00,9.27875,85.4288,30.0,1001.0,0.499,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,58.jpg,58.jpeg,51cba4c4da372d22ade47dfc81b2c421305a547d8adee7c822f0fa37f9fe0208,58.0,15.57,84.35,2013-12-10 03:30:00,2013339N09084,MADI,2013-12-10 09:00:00,15.5263,85.2263,65.0,988.0,0.8453,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,59(1).jpg,59(1).jpeg,f62a1667a807b31ed73d54ac3b7fa16e99ecfea0a8793003eb1f5567ad9f9c0c,59.0,13.96,83.92,2013-12-09 10:00:00,2013339N09084,MADI,2013-12-09 06:00:00,14.3,84.7,65.0,986.0,0.8298,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,59(2).jpg,59(2).jpeg,19094c04971e696f8f4be96a5b657365772cb56536d1927dc1c07b87e6fdc5a1,59.0,10.55,72.98,2019-10-31 03:00:00,2019301N05081,MAHA,2019-10-30 21:00:00,10.6962,73.2774,40.0,998.0,0.3269,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,59.jpg,59.jpeg,e92b90f6de77ea55cfdfd1f5b0015bb6a1782dc663559a4545dbd707d40b9e5d,59.0,12.09,91.86,2013-11-25 04:00:00,2013324N07103,LEHAR,2013-11-25 06:00:00,11.95,91.85,55.0,988.0,0.1403,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,59_LUBAN 2.jpg,59_LUBAN.png,d8596ba176378583534755a52e996f8c24c03a4abaf8015e345013ab2b2bab8d,,14.18,59.02,,2018279N11069,LUBAN,2018-10-10 06:00:00,14.2,58.95,75.0,978.0,0.0708,reference LUBAN composite + IBTrACS,HIGH,explicit cross-product filename/visual match; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,59_LUBAN.jpg,59_LUBAN.png,613872f692da898e3970f912f9e08f9ba70ddf8f97f2bafdad2a91591f6e3f8c,,14.18,59.02,,2018279N11069,LUBAN,2018-10-10 06:00:00,14.2,58.95,75.0,978.0,0.0708,reference LUBAN composite + IBTrACS,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,60(1).jpg,60(1).jpeg,edd91650f8be460ad1aff23de794a28263050cea857e323a8f949065db90b521,60.0,18.51,90.26,2017-05-29 10:30:00,2017147N14087,MORA,2017-05-29 09:00:00,18.2388,91.5612,45.0,986.0,1.2633,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,60(2).jpg,60(2).jpeg,619576d51fa200b040bffe2cad22453d8ffe27a9e7cb5be39cf8d9989bed674d,60.0,8.41,73.62,2017-12-01 03:00:00,2017333N06082,OCKHI,2017-12-01 03:00:00,8.83254,73.7675,55.0,990.0,0.447,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,60.jpg,60.jpeg,b08a7c2c9c1a0a3e57bb2536888b87986962a3096845fb58fb9d3f71c78c244b,60.0,15.02,83.57,2013-11-20 09:30:00,2013322N13090,HELEN,2013-11-20 06:00:00,15.25,84.05,40.0,1000.0,0.5175,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,61(1).jpg,61(1).jpeg,b95faf0d922beaf21509d2fdecf8071f83a0fd1a6a534aeab34c72996d90786e,61.0,12.37,84.56,,2016341N08092,VARDAH,2016-12-11 03:00:00,12.9964,84.3538,70.0,980.0,0.658,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,61(2).jpg,61(2).jpeg,71c5385c327c4a44b46fa1b6794c893bc0f9f8bb1c3fbe7657870c15ffb6f6bb,61.0,14.63,56.55,,2018279N11069,LUBAN,2018-10-12 18:00:00,14.75,56.5,45.0,994.0,0.1294,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,61.jpg,61.jpeg,b504293c206f86582e4162b83b558d3242f6d867e8eda17a99aabb9e9ee44558,61.0,12.77,49.86,2015-11-09 03:15:00,2015309N14067,MEGH,2015-11-09 06:00:00,12.25,49.55,80.0,978.0,0.6015,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,62.jpg,62.jpeg,56c9fa8dfe3e762d551f8b36fcce38a23071e3bc040e51d6ab1b81151ea8b472,62.0,12.74,55.85,2015-11-08 03:15:00,2015309N14067,MEGH,2015-11-08 00:00:00,12.7,56.1,85.0,974.0,0.2471,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,63(1).jpg,63(1).jpeg,14183511086f2664492d9e58299ecf2df37e415a30f96d51ff95df8eda9c0d58,63.0,8.79,88.03,2018-12-14 07:30:00,2018347N07089,PHETHAI,2018-12-14 03:00:00,8.09999,87.4537,30.0,1002.0,0.8947,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,63(2).jpg,63(2).jpeg,a7fb116251bbb804906de619f6dd5ed37540add72fc19e8060457dc064fc1f10,63.0,13.5,73.3,,2021133N10071,TAUKTAE,2021-05-15 09:00:00,13.575,73.015,45.0,990.0,0.2871,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,63.jpg,63.jpeg,77658597f1c5ccb385b7f9de9c7cea6456695832a041b85cb36afe658d03870b,63.0,17.1,92.33,2017-04-16 04:00:00,2017104N08085,MAARUTHA,2017-04-16 03:00:00,16.6463,92.4534,40.0,996.0,0.4688,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,64(1).jpg,64(1).jpeg,027aea1ce868f999ad04615b2efdd520c0fe119a8ec1ff044f2041618e544544,64.0,14.51,58.38,,2018279N11069,LUBAN,2018-10-10 18:00:00,14.5,58.4,75.0,978.0,0.0218,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,64(2).jpg,64(2).jpeg,1e4ede19a88147ee7e468d6d1012fa1e071dba5e3668b4c08d7d289f2727ea62,64.0,17.07,86.91,2019-11-08 03:30:00,2019302N11118,BULBUL:MATMO,2019-11-08 00:00:00,16.95,87.7,65.0,983.0,0.7647,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,64.jpg,64.jpeg,7d79a90de17865fd6cedc765d2514ce12d106abdcfa3f903ae5bc390a1a01990,64.0,20.8,89.6,2016-05-21 03:15:00,2016138N10081,ROANU,2016-05-21 00:00:00,20.85,89.4,45.0,983.0,0.1935,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,65(2).jpg,65(2).jpeg,fe0bf90c50e3454c8fa60836788c1ca40e651793b5cc48d799dc21f0b38ccc6e,65.0,23.83,62.65,2021-10-02 03:00:00,2021267N18094,GULAB:SHAHEEN-GU,2021-10-01 21:00:00,23.7999,62.8287,60.0,984.0,0.1662,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,65(3).jpg,65(3).jpeg,a0e9b538da9e9cf9e632f4309516f174ab848689ebaf71bfd309cd3908433a19,65.0,18.2,88.0,2021-05-25 02:29:00,2021143N15090,YAAS,2021-05-25 03:00:00,18.425,88.4175,55.0,980.0,0.456,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,65.jpg,65.jpeg,2ece5f891602002b042fd71016c5dc68074a72e7cf7b9247e08bcbc151d64b5f,65.0,12.3,88.74,2013-11-26 09:30:00,2013324N07103,LEHAR,2013-11-26 12:00:00,12.95,88.7,70.0,982.0,0.6512,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,67 2.jpg,67.png,0d9b4a933345ca8de954049d463a4cf9dcd31e4e67a325c29fd8c51de5dafc92,,14.18,59.02,,2018279N11069,LUBAN,2018-10-10 06:00:00,14.2,58.95,75.0,978.0,0.0708,reference LUBAN composite + IBTrACS,HIGH,explicit cross-product filename/visual match; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,67(1).jpg,67(1).jpeg,8b54c122004d8737b5dbcdf3ccc891909c866e21f8d9430ea66464e3e935caf7,67.0,17.25,90.75,2017-05-29 02:30:00,2017147N14087,MORA,2017-05-29 00:00:00,17.0,91.25,45.0,990.0,0.539,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,67.jpg,67.jpeg,0bc3b03c92460b9c98e8cae56dffbb5415c452aad332cf0811d7bf8ceb442310,67.0,20.36,64.63,,2014297N11062,NILOFAR,2014-10-30 15:00:00,20.3862,64.6425,,,0.0287,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,68(1).jpg,68(1).jpeg,5065047ecd96f23a67fbb31d0cd4c4862d608fa062797b45dca6136719c287d7,,15.15,72.9,2021-05-16 03:00:00,2021133N10071,TAUKTAE,2021-05-16 00:00:00,15.0,72.75,65.0,979.0,0.2085,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,68.jpg,68.jpeg,14046684b0cebd73d7795a84cef394e19df27f7b6f57735ca7abc7413c3d678d,68.0,10.8,82.2,2020-11-25 03:30:00,2020327N08086,NIVAR,2020-11-25 00:00:00,10.6,82.2,60.0,986.0,0.2,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,69(1).jpg,69(1).jpeg,56219b3869420753cd9280c28a0eeaf94c42dcf8e924202725573537f05e2290,69.0,18.9,88.15,2021-05-25 08:30:00,2021143N15090,YAAS,2021-05-25 06:00:00,18.8,88.2,60.0,978.0,0.1106,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,69.jpg,69.jpeg,a70effc8e4cc36dfdaca2dbab429498b240ab9eb1b3cc07469bdd0c4f7461552,69.0,12.74,80.98,2016-12-12 03:00:00,2016341N08092,VARDAH,2016-12-12 06:00:00,13.2,80.8,70.0,975.0,0.4924,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,70.jpg,70.jpeg,1d9f4ec61a6e40b43ec4c1e2d6f1e4ed7bbcd568bb775ecc4ce8dc59eb9d7b65,70.0,15.8,61.6,2014-10-28 03:15:00,2014297N11062,NILOFAR,2014-10-28 03:00:00,15.76,61.6812,75.0,977.0,0.0878,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,73.jpg,73.jpeg,c22b6ee0acda4de7002901f511a094e9700d7ae673d3e7b5960a7378f030d81b,73.0,11.4,55.67,2018-05-23 03:30:00,2018136N11054,MEKUNU:SAGAR,2018-05-23 06:00:00,11.4,56.05,60.0,980.0,0.3725,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,74(1).jpg,74(1).jpeg,618eb53202bf3dc7df97a495ca6fb62a4376a0f5d6b45fd1032cf7412352c700,74.0,17.83,70.11,2019-06-12 03:30:00,2019160N11073,VAYU,2019-06-12 03:00:00,18.0037,70.1925,75.0,973.0,0.1906,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,74(2).jpg,74(2).jpeg,fecb8d24649ffc3d111733831c97a8d5b9c7b895b09f6be2b689e5bc61caa9c0,74.0,16.45,72.65,,2021133N10071,TAUKTAE,2021-05-16 09:00:00,16.2713,72.6725,70.0,976.0,0.18,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,74.jpg,74.jpeg,6c83d0a05298f67155788fa0a2ada0528e9ecc29d50f6507a466308c56525fc6,74.0,14.6,62.2,2014-10-27 03:14:00,2014297N11062,NILOFAR,2014-10-27 00:00:00,14.75,62.4,55.0,990.0,0.2449,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,75.jpg,75.jpeg,48b1f46175df5ae337f091741cb42613071137d7b4bb24e2bb1b494c7131cd32,75.0,13.37,86.83,2020-05-18 04:00:00,2020136N10088,AMPHAN,2020-05-18 00:00:00,13.15,86.35,100.0,952.0,0.5162,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,77(1).jpg,77(1).jpeg,e80d9b71fd02b9419a2eaf4925ad6df3af9d466096b0ea74b56857778f1ad721,77.0,20.66,69.02,2019-06-03 05:00:00,2019160N11073,VAYU,2019-06-13 09:00:00,20.69,69.175,80.0,970.0,0.1481,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,77.jpg,77.jpeg,45c8d0b665ee60c904a996ff364d9dfef06c8497cd7bf74298633a4bca870418,77.0,14.8,90.3,2014-10-10 03:30:00,2014279N11096,HUDHUD,2014-10-10 00:00:00,14.55,87.65,60.0,988.0,2.5743,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,81 2.jpg,68(1).jpeg,b98b78f923717ddfdd94f0e99e9ce85e89eee62ceb8f56957b1c1472ce3b2252,,15.15,72.9,2021-05-16 03:00:00,2021133N10071,TAUKTAE,2021-05-16 00:00:00,15.0,72.75,65.0,979.0,0.2085,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,explicit cross-product filename/visual match; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,81.jpg,81.jpeg,de88f7a51e9252780ac9f035615a8e0b01af7847ea3d7546f5be4158dffe72c3,81.0,13.16,51.9,2015-11-02 03:44:00,2015301N11065,CHAPALA,2015-11-02 03:00:00,13.2137,52.1501,95.0,960.0,0.2494,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,82(1).jpg,82(1).jpeg,bfcdc9a111ea0f88a5a1daf8122cfe5b7eb232c6b9c4344d7d787119ac5dd88d,82.0,19.8,71.3,2021-05-17 09:29:00,2021133N10071,TAUKTAE,2021-05-17 09:00:00,19.6199,71.45,100.0,950.0,0.2288,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,82.jpg,82.jpeg,33409004af506d21a84c8001d8da513222265e9a11f53a983c2868802ffa4ebe,82.0,14.77,68.57,2017-12-04 08:30:00,2017333N06082,OCKHI,2017-12-04 06:00:00,14.8,68.7,65.0,986.0,0.1292,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,83(1).jpg,83(1).jpeg,91c10af114ea5f8da2ff76f827d0fe467fa724d1e0aace0714ea51422ca73cb7,83.0,13.88,68.3,2017-12-04 03:00:00,2017333N06082,OCKHI,2017-12-03 21:00:00,13.9037,68.485,75.0,982.0,0.1812,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,84 2.jpg,84.jpeg,e83f935e0c0a0ca0b847ddbeebb82ca06df446f99b4038f224dabeeb3dda963f,,18.98,61.94,,2014297N11062,NILOFAR,2014-10-29 09:00:00,18.8325,61.9813,90.0,968.0,0.1526,embedded coordinates + year/nearest IBTrACS position,HIGH,explicit cross-product filename/visual match; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,84.jpg,84.jpeg,1ee39b75dd067d7fce8a21dec0cb23d7a57cd4c412ff3ed592981df6020771e4,84.0,18.98,61.94,,2014297N11062,NILOFAR,2014-10-29 09:00:00,18.8325,61.9813,90.0,968.0,0.1526,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,85(1).jpg,85(1).jpeg,733d8eca1a7b38ed5b843abd40d75067e691231f2d01ea1a34b7e4fb996e9a46,85.0,14.47,61.3,,2015301N11065,CHAPALA,2015-10-30 03:00:00,14.2288,61.4712,105.0,954.0,0.2927,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
raw,85(2).jpg,85(2).jpeg,daf4fa9aaf1e53c1c918f888ffa108dd3ec85493e2d9b379d431fc147fedebff,85.0,14.1,59.1,,2015301N11065,CHAPALA,2015-10-31 03:00:00,13.7963,59.1575,110.0,946.0,0.3088,embedded coordinates + year/nearest IBTrACS position,HIGH,same normalized filename as reference; OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
